	Name	Path	Lev1	Lev2	Lev3
K00128	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Lipid metabolism; Glycerolipid metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Arginine and proline metabolism | Metabolism; Amino acid metabolism; Histidine metabolism | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Metabolism; Metabolism of terpenoids and polyketides; Insect hormone biosynthesis | Metabolism; Metabolism of terpenoids and polyketides; Limonene and pinene degradation | Metabolism; Xenobiotics biodegradation and metabolism; Chloroalkane and chloroalkene degradation	Metabolism	Amino acid metabolism	Glycolysis / Gluconeogenesis
K00129	aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Amino acid metabolism; Histidine metabolism | Metabolism; Amino acid metabolism; Tyrosine metabolism | Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Metabolism of xenobiotics by cytochrome P450 | Metabolism; Xenobiotics biodegradation and metabolism; Drug metabolism - cytochrome P450 | Human Diseases; Cancers: Overview; Chemical carcinogenesis	Metabolism	Amino acid metabolism	Glycolysis / Gluconeogenesis
K00130	betaine-aldehyde dehydrogenase [EC:1.2.1.8]	Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism
K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Pentose phosphate pathway	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis
K00132	acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism	Metabolism	Carbohydrate metabolism	Pyruvate metabolism
K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Metabolism; Amino acid metabolism; Cysteine and methionine metabolism | Metabolism; Amino acid metabolism; Lysine biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Monobactam biosynthesis	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism
K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Energy metabolism; Carbon fixation in photosynthetic organisms | Environmental Information Processing; Signal transduction; HIF-1 signaling pathway | Human Diseases; Neurodegenerative diseases; Alzheimer disease | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis
K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Tyrosine metabolism | Metabolism; Metabolism of cofactors and vitamins; Nicotinate and nicotinamide metabolism	Metabolism	Amino acid metabolism	Butanoate metabolism
K00138	aldehyde dehydrogenase [EC:1.2.1.-]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Pyruvate metabolism	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis
K00139	succinate-semialdehyde dehydrogenase [EC:1.2.1.24]	Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism	Metabolism	Carbohydrate metabolism	Butanoate metabolism
K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Carbohydrate metabolism; Inositol phosphate metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism	Metabolism	Carbohydrate metabolism	Propanoate metabolism
K00142	acyl-CoA synthetase [EC:6.2.1.-]	Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins	Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins
K00143	L-2-aminoadipate reductase [EC:1.2.1.95]	Metabolism; Amino acid metabolism; Lysine biosynthesis	Metabolism	Amino acid metabolism	Lysine biosynthesis
K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	Metabolism; Amino acid metabolism; Arginine biosynthesis	Metabolism	Amino acid metabolism	Arginine biosynthesis
K00146	phenylacetaldehyde dehydrogenase [EC:1.2.1.39]	Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Styrene degradation	Metabolism	Amino acid metabolism	Phenylalanine metabolism
K00147	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	Metabolism; Amino acid metabolism; Arginine and proline metabolism | Metabolism; Biosynthesis of other secondary metabolites; Carbapenem biosynthesis	Metabolism	Amino acid metabolism	Arginine and proline metabolism
K00149	aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Lipid metabolism; Glycerolipid metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Arginine and proline metabolism | Metabolism; Amino acid metabolism; Histidine metabolism | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism	Metabolism	Amino acid metabolism	Glycolysis / Gluconeogenesis
K00150	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Energy metabolism; Carbon fixation in photosynthetic organisms	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis
K00153	S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers
K00154	coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers
K00157	aldehyde oxidase [EC:1.2.3.1]	Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Amino acid metabolism; Tyrosine metabolism | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Metabolism of cofactors and vitamins; Vitamin B6 metabolism | Metabolism; Metabolism of cofactors and vitamins; Nicotinate and nicotinamide metabolism | Metabolism; Metabolism of cofactors and vitamins; Retinol metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Drug metabolism - cytochrome P450 | Environmental Information Processing; Signal transduction; Jak-STAT signaling pathway	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation
K00158	pyruvate oxidase [EC:1.2.3.3]	Metabolism; Carbohydrate metabolism; Pyruvate metabolism	Metabolism	Carbohydrate metabolism	Pyruvate metabolism
K00161	pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Environmental Information Processing; Signal transduction; HIF-1 signaling pathway | Organismal Systems; Endocrine system; Glucagon signaling pathway | Human Diseases; Cancers: Overview; Central carbon metabolism in cancer	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis
K00162	pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Environmental Information Processing; Signal transduction; HIF-1 signaling pathway | Organismal Systems; Endocrine system; Glucagon signaling pathway | Human Diseases; Cancers: Overview; Central carbon metabolism in cancer	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis
K00164	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Tryptophan metabolism	Metabolism	Amino acid metabolism	Citrate cycle (TCA cycle)
K00167	2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]	Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation	Metabolism	Carbohydrate metabolism	Propanoate metabolism
K00169	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Nitrotoluene degradation	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis
K00170	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Nitrotoluene degradation	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis
K00171	pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Nitrotoluene degradation	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis
K00172	pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Nitrotoluene degradation	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis
K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis
K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis
K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]	Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)
K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)
K00179	indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers
K00180	indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers
K00183	prokaryotic molybdopterin-containing oxidoreductase family, molybdopterin binding subunit	Not Included in Pathway or Brite; Unclassified: metabolism; Energy metabolism	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism
K00184	prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit	Not Included in Pathway or Brite; Unclassified: metabolism; Energy metabolism	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism
K00185	prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit	Not Included in Pathway or Brite; Unclassified: metabolism; Energy metabolism	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism
K00186	2-oxoisovalerate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.7]	Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation
K00187	2-oxoisovalerate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.7]	Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation
K00188	2-oxoisovalerate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.7]	Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation
K00193	acetyl-CoA decarbonylase/synthase complex subunit beta [EC:2.3.1.-]	Metabolism; Energy metabolism; Methane metabolism	Metabolism	Energy metabolism	Methane metabolism
K00194	acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245]	Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Energy metabolism; Methane metabolism	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes
K00196	anaerobic carbon-monoxide dehydrogenase iron sulfur subunit	Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Nitrotoluene degradation	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes
K00197	acetyl-CoA decarbonylase/synthase complex subunit gamma [EC:2.1.1.245]	Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Energy metabolism; Methane metabolism	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes
K00198	anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]	Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Nitrotoluene degradation	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes
